"timestamp","AI-K530N","total_cod_mgcod_per_gvss","total_pn_to_ps","lb_cod_mgcod_per_gvss","lb_proteins_mg_per_gvss","lb_carbs_mg_per_gvss","tb_cod_mgcod_per_gvss","tb_proteins_mg_per_gvss","tb_carbs_mgcarb_per_gvss","tb_pn_to_ps","CLARIFIER_X_SLR","CLARIFIER_X_SOR","NABX_CPASS_TOTAL_COD","NABX_CPASS_TKNH","NABX_CPASS_TSS","NABX_CPASS_VSS","ABXA_DO","ABXB_DO","ABXC_DO","ABXA_NO5","ABXA_NH3","ABXC_NH3","ABXC_MLSS","ABX_INF_FLOW","ABX_MLR_FLOW","ABXA_AIRFLOW","ABXB_AIRFLOW","ABXC_AIRFLOW","SCX_BLANKET","NABX_CPASS_dSVI30","NABX_CPASS_dSVI5","NABX_CLARIFIER_EFFLUENT_TOTAL_COD","NABX_CLARIFIER_EFFLUENT_NH3","NABX_CLARIFIER_EFFLUENT_NO2","NABX_CLARIFIER_EFFLUENT_NO5","NABX_CLARIFIER_EFFLUENT_OP","NABX_CLARIFIER_EFFLUENT_PWS","NABX_CLARIFIER_EFFLUENT_PW","NABX_CLARIFIER_EFFLUENT_TKNH","NABX_CLARIFIER_EFFLUENT_TSS","NABX_CLARIFIER_EFFLUENT_VSS","NSEC ACTUAL ASRT (days)","Solids Wasted via Effluent (tpd)","Solids Wasted via SWAS (tpd)","Solids Wasted via WAS (tpd)","NSEC MIN ASRT (days)","Total Solids Wasted (tpd)","NSI Soluble COD (LAB) (mg/L)","NSI Total COD (LAB) (mg/L)","NSI E. coli (LAB) (EC/100mL)","NSI NH3A (LAB) (mg/L)","NSI NO2 (LAB) (mg/L)","NSI NO5 (LAB) (mg/L)","NSI OP (LAB) (mg/L)","NSI PWS (LAB) (mg/L)","NSI PW (LAB) (mg/L)","NSI TKNH (LAB) (mg/L)","NSI TSS (LAB) (mg/L)","NSI TVAH (LAB) (mg/L)","NSI VSS (LAB) (mg/L)","NSEC EFF TSS (mg/L)","NSI NH3 (mg N/L)","NSI TSS (mg/L)","NSI COD (mg/L)","NSI sCOD (mg/L)","NSI FLOW (MGD)","NSI TEMP (C)","NAB2_ASRT","ASRT_d","Floc_SRT_d","Granule_SRT_d","AGS_Weighted_SRT_d","Floc_percent","Granule_percent","system"
2022-08-22,5.18887023893976,646.9,0.8,51.23,10.08,27.47,595.68,306.5,226.68,0.77,42.63216845,1228.255491,7240,375,4510,3680,0.741746095,0.9773492162,0.5891831797,0.06950190165,9.30430423,1.099248786,4166.622159,0.004483308807,15.90494391,1379.162244,1920.832991,1671.175696,2.931647613,99.6313,145.295654,9,0.59,0.43,4.81,0.08,0.09,0.36,1.9,8,7,5.967871189,2.28041073,33.58182993,0.1933428892,13.96820714,36.05663085,124,307,101000,29.2,0.03,0.02,2.98,3,4.19,39.1,84,0,80,9.708462638,31.47689928,81.48485218,458.0004824,236.5379855,61.52268631,22.52843012,5.964330294,5.882544085,4.433475767,14.87330743,8.097271275,64.90560744,35.09439256,"2"
2022-09-03,6.17398212234754,646.9,0.8,51.23,10.08,27.47,595.68,306.5,226.68,0.77,47.96410259,1226.174139,625,381,4610,3760,0.5865524022,0.8896511795,0.6261885971,0.1033299177,7.781332848,0.4805386329,4698.095278,0.004483308807,16.11271552,1365.503212,1969.544474,1553.893035,3.019454517,95.2552643,158.758774,33,0.14,1,4.45,0.06,0.09,0.4,2.5,14,12,21.30614853,1.604547667,9.321133361,0.04972811462,14.24593082,10.96835674,149,270,8660000,28.2,0.05,0,2.84,2.75,4.07,33.6,75,36,66,7.494618696,33.85974953,76.53550571,519.1047149,253.0328195,54.94367786,22.6647398,9.297090483,5.882544085,4.433475767,14.87330743,8.097271275,64.90560744,35.09439256,"2"
2023-02-27,9.47997795297916,646.9,0.8,51.23,10.08,27.47,595.68,306.5,226.68,0.77,20.40341474,745.76522,6590,423,4080,3420,1.761488656,1.866382642,1.308471956,1.456802197,10.21896847,0.5358251494,3283.297943,1.461064601,16.06844029,1514.812541,2309.189392,2146.134085,1.431575775,85.27608,144.96933,70,7.55,0.52,4.94,0.08,0.16,1.06,9.9,37,37,6.575359821,1.46445917,22.6607351,14.47377072,10.89255958,38.5975366,219,536,189000,30.5,0.02,0,2.77,2.98,4.5,44.4,116,71,101,6.581448117,33.61656663,110.4585424,414.80643,301.8589842,55.49046802,14.88653617,5.460415663,5.882544085,4.433475767,14.87330743,8.097271275,64.90560744,35.09439256,"2"
2022-06-12,7.58789400826384,646.9,0.8,51.23,10.08,27.47,595.68,306.5,226.68,0.77,28.13791994,1048.317415,4380,313,3880,3300,0.6594840126,0.5988271827,0.5469924644,0.02584583092,9.182076303,0.8017540881,3221.07682,0.004483308807,16.10065565,927.4897313,935.7791541,1360.898789,3.766527656,110.471626,152.374649,10,0,0.06,6.45,0.03,0.06,0.22,1.9,9,6,5.233906746,2.134348789,42.28829035,0,7.53591314,44.42334105,114,320,9210000,26.8,0.03,0,3.24,3.33,4.56,40.2,54,0,50,6.775363777,29.77808329,67.36727781,409.3445214,219.5062065,76.59109208,18.98687654,5.133476906,5.882544085,4.433475767,14.87330743,8.097271275,64.90560744,35.09439256,"2"
2022-10-02,9.00655838246296,646.9,0.8,51.23,10.08,27.47,595.68,306.5,226.68,0.77,59.13816067,1485.676866,6300,427,4680,3880,0.5179187286,1.285091229,0.7800333765,0.01982912915,10.44036894,0.7775478817,4783.803802,0.004483308807,16.02889106,1611.994779,3065.181418,2129.885161,5.982683124,82.64078,128.0932,40,2.79,0.6,6.55,0.01,0.05,0.42,5.5,14,12,4.333461761,1.011942167,30.85598137,0.002669774974,9.939455986,31.87058264,116,303,4720000,29.8,0.03,0,2.81,2.82,3.99,36.5,65,41,61,4.869613032,32.72287996,78.0902586,444.9918329,247.367717,54.3948186,22.07921606,4.635688866,5.882544085,4.433475767,14.87330743,8.097271275,64.90560744,35.09439256,"2"
2022-09-18,7.9356579034914,646.9,0.8,51.23,10.08,27.47,595.68,306.5,226.68,0.77,60.71663992,1433.398521,5160,373,4440,3640,0.408048916,1.166482946,0.7417583625,0.07768534439,10.98790511,0.225081321,5093.717636,0.004483308807,16.0158583,1313.352394,2788.978103,1948.158783,6.036337214,92.9351349,147.851349,17,1.05,0.67,4.25,0.05,0.07,0.18,3.9,3,4,4.013545513,2.202395719,35.0642433,7.09309372e-06,9.939455986,37.26620334,115,346,8660000,29.3,0,0,2.92,2.93,4.13,37.5,78,30,66,10.49146097,46.341213,79.24876223,478.0004624,241.9797465,56.80213289,22.38078771,6.523109645,5.882544085,4.433475767,14.87330743,8.097271275,64.90560744,35.09439256,"2"
2023-06-16,10.2248570395917,646.9,0.8,51.23,10.08,27.47,595.68,306.5,226.68,0.77,60.71663992,1433.398521,5160,373,4440,3640,0.408048916,1.166482946,0.7417583625,0.07768534439,10.98790511,0.225081321,5093.717636,0.004483308807,16.0158583,1313.352394,2788.978103,1948.158783,6.036337214,92.9351349,147.851349,17,1.05,0.67,4.25,0.05,0.07,0.18,3.9,3,4,4.013545513,2.202395719,35.0642433,7.09309372e-06,9.939455986,37.26620334,115,346,8660000,29.3,0,0,2.92,2.93,4.13,37.5,78,30,66,10.49146097,46.341213,79.24876223,478.0004624,241.9797465,56.80213289,22.38078771,6.523109645,5.882544085,4.433475767,14.87330743,8.097271275,64.90560744,35.09439256,"2"
2022-07-13,10.7449377414483,646.9,0.8,51.23,10.08,27.47,595.68,306.5,226.68,0.77,36.72270167,1187.203015,5040,344,4780,3950,0.3072741898,1.144814636,0.7738330617,0.01528984554,7.616796007,1.161609995,3706.120033,0.004483308807,15.00720175,1109.382689,2518.351665,2336.231035,3.076392472,82.68,131.536362,34,0.07,0.15,6.95,0.06,0.1,0.33,2.4,8.4,9,6.043568611,1.872110789,43.87289881,0.001039381408,7.973856374,45.74616227,123,291,8660000,31.1,0.07,0,3.43,3.59,4.84,40.9,87,0,78,5.86181705,26.7031917,86.11028428,454.0363159,237.222384,76.75258467,21.21627153,5.846203458,5.882544085,4.433475767,14.87330743,8.097271275,64.90560744,35.09439256,"2"
2023-04-18,8.14001725071118,501,2.41,142.25,24.0625,7.989,358.75,100.78125,43.74525,2.3,18.09020528,645.9698645,5410,326,3820,3280,1.492862507,1.537491809,1.325834163,1.229909521,11.18716451,0.2491360544,3364.106997,0.001904499842,16.00752916,1636.338694,2303.200749,2393.24628,1.561097382,62.5346527,100.055443,47,0,0.36,6.45,0.03,0.08,0.47,2.6,11,11,6.246373653,1.808901779,17.15283786,15.86053962,7.511698874,34.86754705,182,396,5480000,32.2,0.03,0,3.15,3.22,4.61,44.8,102,50,90,7.104407991,31.42446415,102.4869488,385.0790733,238.2985375,61.37747233,10.19332718,6.043034883,4.509871537,2.958463818,21.64658766,10.40494714,60.15392778,39.84607222,"2"
2023-01-23,9.37835143284993,501,2.41,142.25,24.0625,7.989,358.75,100.78125,43.74525,2.3,36.3467317,1107.401524,6510,395,4300,3630,1.287777408,2.071262159,1.147936993,1.073865116,11.59221776,0.1772484529,3937.726759,1.461064601,16.03347006,1764.309247,2949.701397,2151.571294,2.870026754,110.327629,159.784836,140,0.09,0.15,8.47,0.02,0.08,0.67,2.8,19,18,8.948178291,3.360474118,8.069053686,4.309259988,5.028124402,15.73759982,200,413,9800000,33.3,0.02,0,3.02,3.43,5.28,44,96,50,88,15.88834263,35.3106685,103.2083894,441.048339,258.2825193,50.4651841,15.44048447,4.239352378,4.509871537,2.958463818,21.64658766,10.40494714,60.15392778,39.84607222,"2"
2022-05-27,10.8499421664076,501,2.41,142.25,24.0625,7.989,358.75,100.78125,43.74525,2.3,30.24575382,1093.805906,3460,320,3650,3010,0.5780604699,0.8813940406,0.7182581928,0.07895838779,13.43030765,0.9691656259,3327.027904,0.004483308807,16.12837388,1109.476364,1601.197081,1587.640169,5.303684717,106.620522,191.916946,69,0.61,0.34,5.67,0.01,0.06,0.93,2.9,31,27,4.905395508,2.542079069,42.92522026,1.627732771,7.961158498,47.10273201,131,331,5790000,30,0.03,0,3.17,3.3,4.52,37.6,72,0,64,8.759149776,29.76905702,75.54331678,467.4280627,235.6564553,70.89342252,18.48109744,7.434252866,4.509871537,2.958463818,21.64658766,10.40494714,60.15392778,39.84607222,"2"
2023-05-08,27.5296149551372,501,2.41,142.25,24.0625,7.989,358.75,100.78125,43.74525,2.3,17.6293004,679.6568686,5580,301,1760,1600,1.248465571,1.750204776,1.504639395,1.320893196,11.70988527,0.2986386747,3124.016116,0.001677016676,15.99430102,1690.148383,2892.796423,2905.206812,1.651010634,98.96587,168.608536,54,0.1,0.14,7.61,0.05,0.15,0.66,1.6,18,16,3.474313259,1.717190625,20.44462134,41.2478003,5.44615137,63.41064795,160,366,5480000,28.9,0.03,0,3.51,3.77,4.83,46.2,426,72,374,6.221588971,32.94646719,101.9980967,387.0135985,242.852129,67.37939684,17.29769594,5.303392511,4.509871537,2.958463818,21.64658766,10.40494714,60.15392778,39.84607222,"2"
2022-05-01,20.8330465899286,501,2.41,142.25,24.0625,7.989,358.75,100.78125,43.74525,2.3,28.89340411,1082.806335,4510,311,2990,2540,0.7504882989,1.792892007,1.611753013,0.5777220803,8.02314632,0.7976097995,3212.27613,0.004483308807,16.10378538,1052.881436,1978.088545,1207.584104,4.32521769,145.385834,268.963776,41,0,0.1,4.76,0.02,0.06,0.38,4,15,13,4.369291782,2.184294567,41.62500635,17.39791183,7.750090567,61.20582099,168,384,9210000,30.8,0.03,0,3.34,3.5,4.87,40.4,84,32,76,7.80139947,34.25445682,60.42999159,412.4685072,218.2634777,68.53793171,17.15301433,5.242028244,4.509871537,2.958463818,21.64658766,10.40494714,60.15392778,39.84607222,"2"
2022-11-17,8.89900349272415,501,2.41,142.25,24.0625,7.989,358.75,100.78125,43.74525,2.3,56.69874163,1396.77125,5530,391,4100,3400,0.6284663693,2.169789617,1.416110103,0.3939743468,14.34215676,0.4407125505,4870.728886,1.461064601,16.08003144,1603.42485,3691.38193,2719.815199,4.676408427,56.8682632,73.11634,58,0.53,0.59,9.63,0.04,0.07,0.7,3.9,23,20,6.44219923,3.430133973,17.8600268,0.000175369442,9.939455986,21.27935511,195,395,1960000,35,0,0.04,3.18,3.2,4.99,46.9,117,57,104,16.07404093,32.18013309,99.91763598,405.4451887,243.2051346,53.89139961,19.17147115,4.704221179,4.951025022,4.383980154,10.07580886,5.537970626,79.72548838,20.27451162,"2"
2022-12-12,16.9839373410716,501,2.41,142.25,24.0625,7.989,358.75,100.78125,43.74525,2.3,43.51042926,1277.801418,6060,339,3700,3060,0.5297153598,2.219526924,1.412580266,0.853269253,14.60824657,1.182095434,4083.234745,1.461064601,16.03149683,1685.691949,4440.841718,3792.459756,2.553443676,74.74197,124.569946,77,0.98,0.7,9.36,0.03,0.1,0.66,5,24,21,6.425659657,2.124061243,22.04431224,0.000201031605,9.939455986,24.16826459,157,382,24200000,33.9,0.03,0.02,2.87,3.3,4.91,44.9,95,46,88,10.6062722,35.93484777,107.7108128,441.4401291,236.3710659,50.22253538,17.58435483,4.709242303,4.951025022,4.383980154,10.07580886,5.537970626,79.72548838,20.27451162,"2"
2022-04-05,10.238305415815,501,2.41,142.25,24.0625,7.989,358.75,100.78125,43.74525,2.3,25.71739084,912.9201495,6530,466,5040,4280,0.1647328465,1.848257316,1.511751359,0.1037770677,9.521766206,0.8640691997,3393.035348,12.14582962,16.87415985,969.4269153,2383.748879,1840.234324,5.237197545,179.190857,312.630859,45,0,0.07,4.42,0.01,0.06,0.34,2.5,10,9,5.67279911,3.195990543,43.21256978,1.584610102,4.732857825,47.99895507,186,407,4610000,33.6,0.02,0,3.35,3.53,5.19,44,92,45,80,10.30593161,33.59691089,84.74582188,492.3734783,306.5282351,74.93087319,15.86746915,4.709242303,4.951025022,4.383980154,10.07580886,5.537970626,79.72548838,20.27451162,"2"
2023-06-27,5.99534508911413,501,2.41,142.25,24.0625,7.989,358.75,100.78125,43.74525,2.3,25.71739084,912.9201495,6530,466,5040,4280,0.1647328465,1.848257316,1.511751359,0.1037770677,9.521766206,0.8640691997,3393.035348,12.14582962,16.87415985,969.4269153,2383.748879,1840.234324,5.237197545,179.190857,312.630859,45,0,0.07,4.42,0.01,0.06,0.34,2.5,10,9,5.67279911,3.195990543,43.21256978,1.584610102,4.732857825,47.99895507,186,407,4610000,33.6,0.02,0,3.35,3.53,5.19,44,92,45,80,10.30593161,33.59691089,84.74582188,492.3734783,306.5282351,74.93087319,15.86746915,4.709242303,4.951025022,4.383980154,10.07580886,5.537970626,79.72548838,20.27451162,"2"
2023-03-14,14.2234956143127,551.2,2.8,143.3333333,29.25789474,9.168421053,407.8947368,143.5491228,52.57017544,2.73,23.53227776,781.9953016,4310,376,3240,2760,0.8015683916,1.539341493,1.406843455,0.7969434616,12.25525204,1.297925926,3619.226474,1.461064601,16.08492553,1398.025377,2761.045006,3124.418133,1.971210166,74.70391,112.055862,54,2.54,0.86,5.54,0.03,0.12,0.54,4.5,17,14,8.484887123,2.406670145,23.6760144,8.497346934,6.003931073,34.56712151,264,429,4110000,31.4,0,0,3.27,3.37,5.05,46.1,98,66,91,8.974610813,36.17222254,101.1495028,459.0570383,303.8496194,66.53103622,15.19058969,4.664367507,4.951025022,4.383980154,10.07580886,5.537970626,79.72548838,20.27451162,"2"
2022-06-04,14.2234956143127,551.2,2.8,143.3333333,29.25789474,9.168421053,407.8947368,143.5491228,52.57017544,2.73,29.98946685,1109.147175,5010,345,3600,3100,0.6722084635,0.8187807786,0.6832403618,0.1991121147,9.015074737,1.002057819,3253.406952,0.004483308807,16.11476179,969.3747311,1285.334458,1521.298852,4.43480001,100.221741,161.070648,45,0.83,0.44,5.72,0.02,0.06,0.54,3.5,18,17,5.198611736,2.765122603,41.87340686,0.0005687807384,8.151742448,44.63864139,100,260,6870000,27.1,0.02,0,2.8,2.95,4.34,37.2,80,0,70,8.972955945,31.31100601,65.04146087,463.3959801,235.6211787,73.61725286,18.41741736,4.659722445,4.951025022,4.383980154,10.07580886,5.537970626,79.72548838,20.27451162,"2"
2022-11-07,5.18139279292847,551.2,2.8,143.3333333,29.25789474,9.168421053,407.8947368,143.5491228,52.57017544,2.73,58.6801813,1520.806562,5930,398,4420,3670,0.591844276,1.391252637,0.6616673135,0.004004573974,12.64309092,1.027542489,4631.722767,1.461064601,16.08905992,1662.192198,3356.476033,2911.492036,4.190543333,60.9649467,82.7381439,31,0.7,0.6,9.5,0.02,0.07,0.64,4.1,20,19,4.012804508,1.758809722,35.9588668,0.5190222738,9.939455986,38.23202496,148,408,687000,30.1,0,0,2.88,3.19,5.29,43.9,94,47,81,8.086193586,39.4116593,96.00568781,359.1906459,212.7996282,55.3484985,20.15277878,6.274917305,4.951025022,4.383980154,10.07580886,5.537970626,79.72548838,20.27451162,"2"
2023-03-27,9.16492753240357,551.2,2.8,143.3333333,29.25789474,9.168421053,407.8947368,143.5491228,52.57017544,2.73,15.66911798,642.0917012,4000,339,4000,3490,1.648421439,1.677947673,1.346516417,0.8996926234,12.57988337,1.470930837,2936.254761,0.0003217217253,16.05765108,1451.137304,1977.131049,2250.204544,1.463337048,60.282,88.65,52,1.76,0.7,6.28,0.02,0.1,0.49,7.2,14,13,7.659915924,2.034703638,23.47746131,6.138553034,6.219025528,31.6624713,237,426,9800000,33.2,0.02,0,3.11,3.24,5.29,43.8,99,60,88,8.059530781,45.5671476,101.4339004,338.2579185,208.2707082,60.2847356,15.21877187,4.437572362,4.951025022,4.383980154,10.07580886,5.537970626,79.72548838,20.27451162,"2"
2023-03-10,12.3194942257718,551.2,2.8,143.3333333,29.25789474,9.168421053,407.8947368,143.5491228,52.57017544,2.73,23.15528905,809.8662154,3680,349,2640,2340,0.8785473904,1.475560472,1.423536664,0.8995127065,10.48251857,1.638982716,3437.810348,1.461064601,16.07154149,1364.235223,2788.674655,3381.965821,1.858439527,84.0493851,164.444443,54,2.54,0.86,5.54,0.03,0.12,0.54,4.5,17,14,11.92160797,3.081564148,19.18146427,0,5.530300375,22.2613104,249,397,6870000,32.9,0,0,2.97,3.17,4.5,42.2,85,66,80,10.79825865,37.10160124,99.08433491,449.7780576,288.4855077,70.06277466,15.06899978,4.918392417,4.951025022,4.383980154,10.07580886,5.537970626,79.72548838,20.27451162,"2"
